covid	6	307	0.019	https://www.prmoment.com/blog/real-examples-of-press-releases-that-pr-newswire-has-approved-and-refused-during-the-covid-19-pandemic
business	5	445	0.011	http://prsay.prsa.org/2020/03/27/how-to-inspire-your-teams-during-the-covid-19-crisis/
vaccines	2	24	0.080	https://aids.nlm.nih.gov/topic/1190/research/2130/vaccine-research
hiv	12	449	0.027	http://www.hvtn.org/en/science/hiv-vaccine-basics/how-vaccines-work.html
coronavirus	94	6918	0.014	https://www.ctvnews.ca/health/coronavirus/covid-19-curves-compare-canada-and-other-key-nations-1.4881500
coronavirus	19	1526	0.012	https://www.vox.com/2020/3/11/21175949/europe-travel-ban-coronavirus-trump
travel	14	817	0.017	https://nationalpost.com/news/politics/canadas-early-covid-19-cases-came-from-the-u-s-not-china-provincial-data-shows
latimes	10	1058	0.009	https://www.latimes.com/world-nation/story/2020-03-10/germany-and-coronavirus
china	19	1674	0.011	https://www.dw.com/en/germanys-lufthansa-cancels-china-flights-over-coronavirus/a-52190196
coronavirus	6	282	0.021	https://www.thejakartapost.com/news/2020/02/28/germany-quarantines-1000-as-coronavirus-cases-push-past-50.html
politico	9	440	0.020	https://www.politico.eu/article/german-minister-calls-for-ban-on-events-with-over-1000-people-as-coronavirus-cases-rise/
masks	15	794	0.019	https://www.politico.com/news/2020/04/04/european-authorities-shifting-advice-on-face-masks-adds-to-confusion-in-coronavirus-crisis-164435
india	10	326	0.031	https://boi.gov.in/content/advisory-travel-and-visa-restrictions-related-covid-19
coronavirus	7	375	0.019	https://qz.com/india/1815798/coronavirus-prompts-indian-states-to-close-schools-cinemas/
cms	27	1350	0.020	https://economictimes.indiatimes.com/news/politics-and-nation/coronavirus-a-pandemic-india-shuts-doors-for-outsiders-under-self-imposed-quarantine/articleshow/74582547.cms
utm	60	2056	0.029	https://www.indiatoday.in/india/story/coronavirus-cases-top-107-govt-closes-borders-more-states-in-lockdown-pm-leads-saarc-meet-developments-1655834-2020-03-16
coronavirus	14	762	0.018	https://edition.cnn.com/world/live-news/coronavirus-outbreak-03-23-20-intl-hnk/h_499b385eab294eabdb4c6c35371f2249
di	4	132	0.030	https://www.ilmessaggero.it/politica/coronavirus_senato_scanner_termici_scolaresche-5072334.html
pandemic	22	2270	0.010	https://www.theatlantic.com/politics/archive/2020/03/pandemic-coronavirus-united-states-trump-cdc/608215/
coronavirus	13	606	0.021	https://www.cnbc.com/2020/04/10/new-york-state-now-has-more-coronavirus-cases-than-any-country-outside-the-us.html
msnbc	18	870	0.021	https://www.nbcnews.com/health/health-news/live-blog/2020-04-11-coronavirus-news-n1181761/ncrd1182006
states	19	1504	0.013	https://www.wired.co.uk/article/coronavirus-cases-usa
local	30	2021	0.015	https://www.law.georgetown.edu/salpal/as-covid-19-proliferates-mayors-take-response-lead-sometimes-in-conflicts-with-their-governors/
testing	25	1365	0.018	https://www.inquirer.com/health/coronavirus/us-coronavirus-testing-mired-in-another-round-of-failures-worsening-outbreaks-20200717.html
force	6	263	0.023	https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-presidents-coronavirus-task-force/
tsa	10	757	0.013	https://www.dhs.gov/coronavirus/protecting-air-travelers-and-american-public
korea	12	409	0.029	https://www.csis.org/analysis/timeline-south-koreas-response-covid-19
coronavirus	14	984	0.014	https://www.technologyreview.com/s/615329/coronavirus-south-korea-smartphone-app-quarantine/
health	5	419	0.012	https://www.kuow.org/stories/large-events-banned-in-seattle-area-amid-efforts-to-slow-covid-19-spread
screening	30	1653	0.018	https://www.sciencemag.org/news/2020/03/why-airport-screening-wont-stop-spread-coronavirus
china	19	1674	0.011	https://m.dw.com/en/germanys-lufthansa-cancels-china-flights-over-coronavirus/a-52190196
resource	1	40	0.024	https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Fallzahlen.html
agosto	2	48	0.041	https://www.tg24.info/roma-frosinone-effetto-coronavirus-aggredisce-passante-in-strada-perche-e-senza-mascherina/
per	9	463	0.019	https://www.ilfattoquotidiano.it/2020/04/01/coronavirus-in-fila-al-supermercato-senza-mascherine-scoppia-una-rissa-nel-napoletano/5756723/
newindianexpress	18	549	0.033	https://www.newindianexpress.com/states/kerala/2020/mar/06/mata-amritanandamayi-stops-darshan-at-kerala-ashram-over-coronavirus-fears-2113188.html
india	3	137	0.022	https://science.thewire.in/health/coronavirus-arunachal-pradesh-bans-foreigners/
thehindu	7	411	0.017	https://www.thehindu.com/news/national/other-states/coronavirus-mizorams-international-borders-to-be-sealed/article31025105.ece
indianexpress	27	1022	0.026	https://indianexpress.com/article/india/coronavirus-anti-hiv-drugs-jaipur-italian-couple-covid-19-6307519/
security	21	1451	0.014	https://www.foreignaffairs.com/articles/2020-03-03/pandemic-disease-threat-national-security
intelligence	15	1219	0.012	https://time.com/5799765/intelligence-report-pandemic-dangers/
global	15	2093	0.007	https://www.nature.com/news/policy-security-spending-must-cover-disease-outbreaks-1.19836
cdc	45	3966	0.011	https://www.factcheck.org/2020/03/democrats-misleading-coronavirus-claims/
stay	14	1089	0.013	https://www.postandcourier.com/free-times/news/covid19/columbia-city-council-passes-stay-at-home-order-amid-covid/article_be9ee5b2-6f86-11ea-b3bc-4b95ad4d45ce.html
health	9	788	0.011	https://www.arkansasonline.com/news/2020/apr/08/mayors-denied-lockdown-power-20200408/
global	29	1894	0.015	https://www.globalpolicyjournal.com/blog/21/06/2018/mayoral-network-pandemic-preparedness
puerto	10	659	0.015	https://prfaa.pr.gov/2020/07/02/governor-wanda-vazquez-garced-imposes-strict-measures-for-visitors-in-puerto-rico-amid-the-covid-19-pandemic/
covid	8	432	0.018	https://covidtracking.com/
covid	145	8968	0.016	https://newsroom.questdiagnostics.com/COVIDTestingUpdates
labcorp	92	1166	0.079	https://www.labcorp.com/coronavirus-disease-covid-19/labcorp-newsroom
coronavirus	31	999	0.031	https://www.usa.gov/coronavirus
tsa	34	1412	0.024	https://www.tsa.gov/coronavirus
fema	20	1431	0.014	https://www.fema.gov/Coronavirus-Rumor-Control
privacy	2	37	0.053	https://forms.technologyreview.com/coronavirus-tech-report/
testing	10	768	0.013	https://www.voanews.com/science-health/coronavirus-outbreak/south-korea-britain-aggressively-test-coronavirus
south	14	1333	0.010	https://www.pri.org/stories/2020-03-03/south-korea-s-approach-containing-coronavirus-model-rest-world
health	18	1926	0.009	https://foreignpolicy.com/2018/09/28/the-next-pandemic-will-be-arriving-shortly-global-health-infectious-avian-flu-ebola-zoonotic-diseases-trump/
